user_id,registration_date,state,primary_sport,segment_label,days_since_last_bet,days_since_last_deposit,bet_freq_30d,avg_bet_size,parlay_rate,live_bet_rate,ngr_90d,promo_redemption_rate,n_promos_received_1y,avg_promo_value_received,propensity_score,lift_probability,churn_risk_30d,composite_score,optimal_offer_size
u_10694,2024-06-29,NY,NFL,dormant_high_value,4,2,0.13,14.57,0.19,0.16,56.98,0.0,2,0.0,0.176,0.669,0.292,0.1608,31.89
u_10695,2024-02-20,NJ,NFL,active_mid,0,1,0.565,28.26,0.32,0.28,215.29,0.0,1,0.0,0.426,0.52,0.293,0.0875,41.6
u_10696,2023-05-06,CO,NFL,casual,0,2,0.359,24.02,0.32,0.17,77.41,1.0,1,39.5,0.281,0.66,0.353,0.1673,27.45
u_10697,2024-04-23,PA,NFL,bonus_seeker,1,0,0.37,22.55,0.55,0.11,13.13,1.0,2,40.31,0.351,0.504,0.441,0.1441,15.0
u_10698,2024-07-22,VA,Other,dormant_high_value,20,0,0.152,14.24,0.18,0.21,26.65,1.0,2,64.94,0.085,0.767,0.189,0.1325,24.92
u_10699,2023-05-18,NJ,NBA,bonus_seeker,0,2,0.348,22.72,0.51,0.11,30.3,0.0,1,0.0,0.546,0.372,0.131,0.0221,38.16
u_10700,2024-02-12,MA,Other,bonus_seeker,0,2,0.391,24.35,0.46,0.1,23.73,0.0,0,0.0,0.313,0.553,0.153,0.0579,17.36
u_10701,2023-10-16,NJ,NBA,dormant_high_value,1,9,0.163,15.05,0.28,0.24,87.8,1.0,2,53.94,0.12,0.783,0.4,0.2753,22.5
u_10702,2024-02-17,NJ,NFL,casual,6,15,0.38,23.86,0.34,0.19,72.46,0.0,2,7.72,0.244,0.758,0.38,0.2181,18.36
u_10703,2023-09-16,PA,NBA,dormant_high_value,1,4,0.228,19.62,0.27,0.19,101.13,1.0,3,51.88,0.187,0.733,0.389,0.2316,32.29
u_10704,2023-11-11,PA,NBA,dormant_high_value,13,15,0.25,17.99,0.2,0.21,99.19,1.0,2,83.66,0.293,0.663,0.045,0.021,33.48
u_10705,2024-08-20,MA,NFL,always_on,1,0,0.772,40.82,0.19,0.44,365.67,0.0,1,0.0,0.758,0.151,0.145,0.0053,75.23
u_10706,2023-11-14,VA,NBA,casual,5,16,0.272,22.39,0.29,0.17,58.28,1.0,1,38.77,0.344,0.569,0.289,0.1079,20.62
u_10707,2023-03-30,IL,NFL,active_mid,1,45,0.641,31.85,0.34,0.32,219.79,1.0,1,30.6,0.524,0.339,0.401,0.0647,43.37
u_10708,2024-04-29,VA,NBA,casual,0,2,0.304,21.41,0.32,0.11,59.57,1.0,1,45.47,0.284,0.535,0.368,0.1409,15.0
u_10709,2024-01-18,IN,MLB,active_mid,0,26,0.5,28.1,0.32,0.27,112.55,1.0,1,13.87,0.476,0.478,0.3,0.075,35.57
u_10710,2024-09-19,IL,NFL,active_mid,1,48,0.533,29.57,0.32,0.31,91.95,0.5,2,25.18,0.465,0.33,0.067,0.0118,25.63
u_10711,2023-04-10,MI,NFL,bonus_seeker,1,10,0.5,28.26,0.41,0.09,30.36,1.0,1,66.31,0.434,0.521,0.547,0.1611,19.32
u_10712,2024-08-12,IL,MLB,bonus_seeker,3,2,0.413,25.98,0.47,0.09,35.93,0.0,0,0.0,0.416,0.571,0.304,0.1015,20.44
u_10713,2024-07-03,NJ,NBA,casual,4,1,0.239,18.32,0.37,0.16,37.17,0.0,1,26.51,0.247,0.634,0.396,0.189,24.43
u_10714,2023-11-11,MA,NFL,casual,3,8,0.293,20.43,0.36,0.18,49.43,1.0,1,23.18,0.277,0.625,0.312,0.1411,24.77
u_10715,2023-05-25,NJ,Other,always_on,0,41,0.87,43.75,0.17,0.37,654.18,0.0,1,31.23,0.833,0.155,0.094,0.0024,96.37
u_10716,2024-08-29,IL,NFL,active_mid,0,5,0.543,29.57,0.29,0.22,211.65,0.0,1,10.67,0.583,0.302,0.388,0.049,44.57
u_10717,2023-01-16,MA,MLB,always_on,1,65,0.848,39.67,0.21,0.44,471.08,0.0,0,0.0,0.941,0.077,0.01,0.0,74.77
u_10718,2023-10-25,NJ,Other,dormant_high_value,4,3,0.12,13.91,0.26,0.2,79.35,0.5,2,14.76,0.117,0.695,0.445,0.2727,31.66
u_10719,2024-05-25,NY,NFL,active_mid,3,6,0.5,29.24,0.34,0.26,101.17,1.0,1,32.43,0.615,0.386,0.225,0.0335,33.65
u_10720,2023-10-20,VA,NFL,always_on,0,30,0.902,45.05,0.18,0.4,666.19,0.0,1,43.44,0.899,0.049,0.01,0.0,90.91
u_10721,2023-01-17,IL,NFL,dormant_high_value,2,41,0.261,19.95,0.29,0.19,112.67,0.5,2,16.02,0.303,0.592,0.098,0.0402,34.92
u_10722,2023-11-11,NY,NFL,dormant_high_value,4,4,0.141,15.71,0.26,0.21,94.07,0.5,2,17.84,0.167,0.701,0.483,0.2818,32.72
u_10723,2024-04-29,MA,NFL,active_mid,0,9,0.576,32.17,0.31,0.29,195.96,1.0,1,10.28,0.657,0.227,0.242,0.0188,41.67
u_10724,2023-12-17,IL,MLB,bonus_seeker,1,3,0.337,24.51,0.48,0.09,22.54,0.0,0,0.0,0.233,0.641,0.128,0.0627,15.0
u_10725,2023-08-11,CO,NFL,active_mid,0,0,0.663,36.25,0.31,0.32,196.34,1.0,2,34.76,0.521,0.4,0.314,0.0601,38.31
u_10726,2023-07-18,TN,NBA,dormant_high_value,5,18,0.109,12.28,0.25,0.23,31.44,1.0,3,51.27,0.103,0.713,0.374,0.2395,15.0
u_10727,2024-10-21,MA,Other,active_mid,2,76,0.533,30.38,0.35,0.31,143.18,1.0,1,36.83,0.521,0.462,0.144,0.0318,39.74
u_10728,2024-05-03,PA,NHL,casual,0,1,0.37,23.21,0.46,0.15,57.89,1.0,2,45.12,0.224,0.671,0.245,0.1276,18.42
u_10729,2024-07-15,MI,NBA,dormant_high_value,12,30,0.196,16.03,0.28,0.19,61.4,0.5,2,23.3,0.339,0.679,0.252,0.1133,22.82
u_10730,2023-06-14,IN,NFL,dormant_high_value,10,4,0.141,14.4,0.22,0.2,65.11,1.0,2,43.99,0.197,0.635,0.149,0.0757,23.84
u_10731,2024-01-18,NJ,NBA,active_mid,0,49,0.641,32.5,0.3,0.35,109.37,1.0,1,36.0,0.639,0.305,0.096,0.0105,36.17
u_10732,2024-01-13,NY,NBA,active_mid,3,7,0.489,26.47,0.33,0.25,164.04,1.0,1,22.16,0.51,0.409,0.318,0.0637,44.8
u_10733,2023-08-10,NY,NBA,bonus_seeker,1,1,0.38,23.7,0.45,0.07,17.51,1.0,1,35.31,0.289,0.601,0.104,0.0444,19.98
u_10734,2024-04-02,MA,NFL,casual,0,0,0.38,22.72,0.38,0.14,64.62,1.0,1,19.86,0.236,0.7,0.323,0.1729,21.0
u_10735,2023-02-10,IL,NHL,always_on,0,48,0.837,36.58,0.19,0.44,396.18,0.0,0,0.0,0.837,0.13,0.136,0.0029,73.28
u_10736,2023-04-16,IL,NBA,casual,2,5,0.348,22.39,0.34,0.19,69.06,0.5,2,27.73,0.321,0.513,0.141,0.0491,15.0
u_10737,2024-10-07,VA,NFL,active_mid,1,2,0.554,29.08,0.36,0.3,138.82,1.0,1,33.19,0.616,0.406,0.122,0.019,40.55
u_10738,2023-02-12,MI,NFL,casual,1,3,0.293,24.51,0.37,0.18,68.12,1.0,1,27.48,0.27,0.625,0.236,0.1075,25.7
u_10739,2024-03-17,NJ,NBA,casual,9,2,0.283,22.07,0.37,0.13,27.41,1.0,2,57.46,0.248,0.684,0.143,0.0733,18.23
u_10740,2023-04-18,PA,NHL,bonus_seeker,3,5,0.25,17.34,0.48,0.13,11.41,1.0,1,21.35,0.291,0.63,0.284,0.1271,20.68
u_10741,2023-12-18,PA,MLB,casual,4,4,0.304,21.25,0.35,0.12,43.94,1.0,1,28.75,0.322,0.609,0.218,0.09,21.84
u_10742,2024-03-15,PA,MLB,active_mid,0,10,0.489,30.22,0.35,0.31,105.7,0.5,2,46.12,0.556,0.351,0.289,0.0451,34.58
u_10743,2023-01-03,IL,NFL,bonus_seeker,0,0,0.391,27.12,0.44,0.09,21.83,1.0,1,19.48,0.465,0.492,0.01,0.0026,23.42
u_10744,2023-08-24,IN,NBA,casual,0,9,0.25,17.66,0.28,0.13,45.3,1.0,2,44.75,0.247,0.718,0.349,0.1888,17.67
u_10745,2023-05-20,NY,NBA,always_on,0,59,0.728,38.53,0.18,0.33,511.89,0.0,1,26.7,0.804,0.185,0.018,0.0007,97.56
u_10746,2023-09-27,CO,NFL,casual,5,24,0.293,21.25,0.37,0.16,33.43,1.0,2,38.49,0.289,0.561,0.26,0.1039,26.97
u_10747,2024-09-11,MI,NFL,bonus_seeker,0,3,0.348,23.53,0.47,0.12,14.14,1.0,1,26.28,0.259,0.695,0.252,0.1301,15.0
u_10748,2023-12-26,PA,MLB,always_on,1,20,0.783,39.35,0.23,0.38,440.98,0.0,0,0.0,0.802,0.264,0.01,0.0005,74.39
u_10749,2024-01-27,NJ,NFL,active_mid,1,5,0.554,29.4,0.29,0.32,137.73,1.0,2,40.88,0.491,0.511,0.234,0.061,37.64
u_10750,2024-10-03,PA,NBA,dormant_high_value,0,41,0.207,17.01,0.24,0.15,71.81,1.0,2,56.59,0.32,0.558,0.224,0.085,35.01
u_10751,2023-12-02,NJ,NFL,always_on,0,8,0.696,34.29,0.21,0.39,486.53,0.0,0,0.0,0.793,0.132,0.114,0.0031,100.0
u_10752,2024-05-04,VA,NFL,active_mid,0,8,0.565,30.54,0.31,0.38,131.68,0.0,1,20.46,0.647,0.35,0.245,0.0303,40.97
u_10753,2024-10-11,NJ,NFL,casual,0,0,0.348,24.35,0.25,0.17,75.96,1.0,1,29.42,0.436,0.424,0.181,0.0432,29.18
u_10754,2023-05-09,PA,Other,dormant_high_value,3,17,0.163,16.36,0.27,0.18,47.34,1.0,3,54.7,0.19,0.712,0.418,0.241,23.01
u_10755,2023-08-15,CO,NHL,active_mid,2,32,0.511,25.98,0.25,0.27,135.13,0.0,1,19.17,0.565,0.336,0.102,0.0148,34.97
u_10756,2024-08-21,TN,Other,active_mid,0,34,0.565,30.87,0.27,0.32,218.77,0.0,1,10.35,0.501,0.435,0.231,0.0503,37.93
u_10757,2024-10-24,NJ,NBA,bonus_seeker,0,3,0.359,25.0,0.45,0.1,20.01,1.0,2,59.01,0.339,0.546,0.317,0.1146,21.26
u_10758,2023-07-08,NJ,NFL,always_on,0,2,0.826,42.45,0.3,0.41,360.69,0.0,0,0.0,0.866,0.053,0.157,0.0011,75.4
u_10759,2023-08-05,NJ,NBA,active_mid,0,64,0.576,32.34,0.28,0.32,207.15,1.0,2,26.0,0.606,0.412,0.02,0.0033,53.76
u_10760,2023-04-17,NJ,NBA,dormant_high_value,15,18,0.087,12.28,0.26,0.25,21.02,1.0,2,67.79,0.12,0.643,0.42,0.2378,21.99
u_10761,2023-04-19,NY,NHL,casual,1,0,0.293,21.41,0.43,0.21,57.8,0.0,1,0.0,0.213,0.701,0.46,0.2535,15.0
u_10762,2023-01-13,IL,NFL,casual,3,9,0.315,22.55,0.4,0.21,44.89,0.0,2,20.81,0.324,0.579,0.237,0.0926,24.44
u_10763,2024-05-27,NY,NBA,active_mid,1,47,0.511,32.34,0.29,0.28,97.48,0.0,1,22.03,0.55,0.376,0.083,0.014,34.54
u_10764,2024-10-20,NJ,NFL,dormant_high_value,5,15,0.25,19.62,0.22,0.21,121.29,1.0,2,36.16,0.283,0.567,0.42,0.171,37.56
u_10765,2024-05-09,MI,NFL,bonus_seeker,3,4,0.207,18.15,0.49,0.12,16.16,1.0,3,48.57,0.329,0.642,0.291,0.1256,22.13
u_10766,2023-09-18,PA,MLB,active_mid,0,5,0.576,30.71,0.32,0.26,148.44,0.5,2,18.74,0.602,0.37,0.289,0.0426,46.82
u_10767,2024-09-11,PA,NBA,always_on,0,76,0.924,44.08,0.25,0.38,393.17,0.0,1,0.0,0.791,0.161,0.168,0.0056,66.01
u_10768,2023-09-22,NY,NFL,casual,0,24,0.196,19.62,0.27,0.16,37.39,1.0,1,31.35,0.322,0.535,0.495,0.1795,18.83
u_10769,2024-10-12,TN,NFL,active_mid,0,18,0.489,29.57,0.29,0.31,141.73,0.5,2,57.2,0.55,0.455,0.294,0.0602,32.81
u_10770,2024-10-04,NJ,NBA,dormant_high_value,3,26,0.272,19.13,0.26,0.19,116.37,1.0,2,76.25,0.24,0.719,0.147,0.0802,31.67
u_10771,2024-02-17,IN,MLB,active_mid,0,21,0.533,30.38,0.26,0.31,157.34,0.333,3,26.02,0.569,0.387,0.402,0.067,43.02
u_10772,2024-04-12,MI,NHL,dormant_high_value,1,34,0.185,16.68,0.33,0.21,97.79,1.0,2,60.51,0.089,0.767,0.36,0.2519,19.86
u_10773,2024-09-05,NJ,Other,casual,0,8,0.185,18.8,0.34,0.18,26.45,0.5,2,19.66,0.324,0.601,0.255,0.1038,24.47
u_10774,2023-07-21,TN,MLB,active_mid,0,14,0.511,29.08,0.35,0.32,108.15,0.667,3,32.12,0.574,0.378,0.192,0.0309,31.52
u_10775,2023-07-26,NY,NFL,dormant_high_value,0,1,0.12,14.57,0.26,0.2,60.95,1.0,2,78.57,0.083,0.785,0.177,0.1271,27.56
u_10776,2024-10-22,NJ,MLB,casual,4,19,0.315,20.6,0.36,0.16,44.6,0.667,3,28.47,0.355,0.553,0.259,0.0925,20.18
u_10777,2023-02-11,MI,NBA,active_mid,0,9,0.457,24.84,0.33,0.27,162.41,0.0,1,0.0,0.494,0.399,0.06,0.0121,42.59
u_10778,2024-01-18,MA,NFL,active_mid,1,15,0.446,28.42,0.29,0.34,72.42,0.0,1,23.62,0.584,0.4,0.074,0.0124,31.39
u_10779,2023-11-15,IL,NHL,active_mid,5,0,0.543,29.24,0.34,0.33,78.92,1.0,2,35.36,0.694,0.272,0.01,0.0008,31.56
u_10780,2023-02-03,NJ,NFL,active_mid,1,3,0.609,30.38,0.31,0.33,183.65,0.0,1,16.88,0.664,0.273,0.209,0.0192,41.89
u_10781,2024-08-20,PA,Other,bonus_seeker,0,10,0.326,20.76,0.46,0.13,18.47,0.0,0,0.0,0.251,0.668,0.416,0.2079,19.64
u_10782,2023-04-22,MI,NBA,casual,6,1,0.272,19.46,0.31,0.14,28.12,1.0,1,48.51,0.289,0.632,0.523,0.2351,19.38
u_10783,2023-03-23,NY,NBA,casual,0,6,0.391,23.21,0.37,0.15,118.18,1.0,1,21.11,0.364,0.611,0.343,0.1333,32.01
u_10784,2023-08-20,NY,MLB,dormant_high_value,0,8,0.196,15.38,0.35,0.17,99.53,0.5,4,20.85,0.188,0.733,0.251,0.1492,30.56
u_10785,2024-03-07,NJ,NHL,always_on,0,22,0.88,42.28,0.18,0.36,604.3,1.0,1,40.06,0.875,0.066,0.017,0.0001,100.0
u_10786,2024-06-02,NJ,NBA,bonus_seeker,9,6,0.326,22.39,0.46,0.09,21.39,0.0,0,0.0,0.368,0.572,0.113,0.0407,16.66
u_10787,2024-07-30,IN,NBA,casual,2,6,0.348,22.55,0.38,0.15,70.91,1.0,3,38.85,0.315,0.577,0.272,0.1076,25.93
u_10788,2024-01-14,PA,NFL,bonus_seeker,4,0,0.359,22.23,0.48,0.14,25.63,0.0,0,0.0,0.265,0.59,0.336,0.1456,23.64
u_10789,2024-04-08,TN,NBA,always_on,1,6,0.761,36.41,0.22,0.39,326.07,0.0,0,0.0,0.756,0.209,0.052,0.0026,67.19
u_10790,2023-11-26,PA,NFL,dormant_high_value,3,30,0.109,15.22,0.29,0.17,27.47,0.667,3,18.97,0.068,0.789,0.352,0.2588,15.49
u_10791,2024-08-07,MA,MLB,bonus_seeker,0,24,0.467,27.77,0.52,0.11,23.85,0.0,0,0.0,0.388,0.455,0.168,0.0467,15.0
u_10792,2023-10-10,NY,NBA,bonus_seeker,0,1,0.326,22.39,0.47,0.12,23.91,1.0,1,24.68,0.448,0.482,0.328,0.0874,17.57
u_10793,2023-12-14,PA,MLB,active_mid,0,32,0.511,27.12,0.26,0.27,124.83,1.0,2,35.1,0.459,0.528,0.207,0.0592,24.94
u_10794,2024-05-30,NY,NFL,dormant_high_value,5,13,0.207,18.8,0.25,0.23,46.49,0.667,3,25.12,0.208,0.712,0.462,0.2604,17.38
u_10795,2023-01-05,PA,NFL,always_on,0,32,0.707,38.37,0.21,0.36,529.57,0.333,3,26.43,0.714,0.241,0.03,0.0021,100.0
u_10796,2023-01-22,CO,MLB,always_on,0,131,0.685,38.7,0.21,0.45,396.32,0.0,1,16.49,0.714,0.355,0.244,0.0248,93.7
u_10797,2023-02-09,TN,NFL,bonus_seeker,0,0,0.37,25.82,0.5,0.08,32.36,1.0,1,21.61,0.41,0.459,0.164,0.0444,15.25
u_10798,2023-04-06,IL,NFL,active_mid,1,4,0.565,35.6,0.34,0.31,181.06,0.0,1,0.0,0.638,0.292,0.265,0.0281,45.92
u_10799,2023-02-23,NY,NFL,always_on,0,4,0.902,45.54,0.15,0.4,576.02,0.0,0,0.0,0.856,0.153,0.01,0.0002,94.9
u_10800,2023-01-14,NJ,Other,active_mid,0,0,0.652,35.76,0.25,0.28,135.98,1.0,1,17.58,0.585,0.379,0.048,0.0075,25.14
u_10801,2024-06-19,NJ,MLB,dormant_high_value,7,1,0.12,14.08,0.26,0.19,51.78,0.667,3,44.23,0.222,0.648,0.459,0.2318,22.36
u_10802,2023-09-02,CO,NFL,bonus_seeker,2,6,0.413,27.77,0.52,0.1,48.47,0.0,0,0.0,0.383,0.538,0.324,0.1076,17.22
u_10803,2023-08-09,MI,NFL,active_mid,0,0,0.565,31.03,0.27,0.28,134.16,0.0,1,36.84,0.495,0.501,0.184,0.0465,30.95
u_10804,2023-03-02,VA,NFL,casual,3,4,0.293,19.95,0.35,0.14,41.58,1.0,1,25.4,0.309,0.63,0.291,0.1268,26.4
u_10805,2024-06-15,NJ,MLB,active_mid,1,20,0.359,25.82,0.33,0.29,108.93,0.0,1,38.77,0.39,0.507,0.288,0.0891,36.35
u_10806,2024-08-12,CO,MLB,always_on,0,9,0.826,37.72,0.19,0.35,390.48,1.0,1,65.56,0.805,0.079,0.13,0.002,71.64
u_10807,2024-05-10,PA,NFL,always_on,0,5,0.837,35.76,0.14,0.41,586.32,0.0,1,46.75,0.86,0.222,0.01,0.0003,100.0
u_10808,2024-04-19,IL,NFL,bonus_seeker,0,1,0.326,21.09,0.5,0.07,30.19,1.0,1,53.84,0.385,0.489,0.359,0.1078,22.85
u_10809,2023-02-18,CO,NFL,dormant_high_value,1,2,0.185,15.87,0.28,0.19,48.18,1.0,3,54.94,0.272,0.647,0.347,0.1635,42.69
u_10810,2023-04-15,MA,MLB,always_on,1,10,0.739,37.23,0.15,0.41,474.29,0.0,1,31.97,0.709,0.286,0.182,0.0152,95.54
u_10811,2023-09-09,IL,MLB,active_mid,0,5,0.554,30.05,0.27,0.35,220.09,0.5,2,32.61,0.63,0.256,0.094,0.0089,51.26
u_10812,2023-09-29,NJ,NFL,dormant_high_value,4,8,0.12,12.93,0.34,0.23,63.36,1.0,3,52.86,0.148,0.763,0.16,0.104,34.32
u_10813,2023-07-21,MI,NFL,always_on,2,179,0.837,43.26,0.24,0.39,596.17,0.0,1,15.03,0.829,0.149,0.085,0.0022,99.01
u_10814,2024-03-30,NJ,NFL,always_on,1,15,0.793,39.67,0.25,0.43,533.46,0.0,1,0.0,0.768,0.248,0.155,0.0089,100.0
u_10815,2023-02-10,MA,Other,bonus_seeker,0,2,0.37,25.0,0.56,0.08,16.71,1.0,1,41.23,0.328,0.576,0.293,0.1132,23.42
u_10816,2024-05-12,PA,NFL,bonus_seeker,0,4,0.424,24.84,0.48,0.13,25.23,1.0,1,22.9,0.237,0.618,0.253,0.1193,15.34
u_10817,2024-10-11,CO,MLB,casual,1,1,0.239,20.76,0.29,0.14,34.07,1.0,1,34.55,0.185,0.706,0.279,0.1607,23.55
u_10818,2024-03-13,VA,NBA,dormant_high_value,4,6,0.217,19.29,0.18,0.19,65.31,0.5,4,25.21,0.27,0.638,0.249,0.1159,23.08
u_10819,2024-10-21,IN,NFL,casual,3,3,0.283,19.46,0.38,0.15,39.24,1.0,1,30.38,0.295,0.535,0.281,0.1058,22.99
u_10820,2024-07-25,MI,NFL,active_mid,1,6,0.587,29.08,0.38,0.32,116.61,0.5,2,13.94,0.475,0.477,0.22,0.0552,28.54
u_10821,2023-05-17,CO,NFL,dormant_high_value,2,4,0.163,15.22,0.25,0.21,63.05,0.5,2,17.38,0.18,0.708,0.398,0.2314,34.58
u_10822,2023-05-30,MA,NBA,casual,1,11,0.37,26.3,0.31,0.19,64.02,0.0,1,35.13,0.241,0.588,0.475,0.2119,15.08
u_10823,2023-08-09,CO,MLB,casual,4,0,0.326,23.21,0.34,0.14,56.72,1.0,2,39.89,0.339,0.594,0.415,0.163,19.96
u_10824,2023-08-30,IN,NBA,bonus_seeker,3,5,0.293,21.9,0.5,0.12,27.37,0.0,0,0.0,0.369,0.545,0.256,0.0881,19.12
u_10825,2023-03-08,PA,NBA,always_on,0,36,0.815,40.82,0.2,0.37,499.66,0.0,0,0.0,0.786,0.11,0.01,0.0002,86.51
u_10826,2023-05-20,TN,NFL,casual,6,24,0.261,18.97,0.33,0.15,53.95,0.0,2,0.0,0.304,0.57,0.362,0.1439,16.98
u_10827,2023-01-21,VA,Other,casual,0,2,0.293,18.97,0.37,0.17,63.64,1.0,1,33.18,0.32,0.542,0.045,0.0165,23.04
u_10828,2024-01-15,MA,MLB,active_mid,0,2,0.543,31.36,0.28,0.33,240.41,0.0,1,0.0,0.592,0.362,0.323,0.0477,58.04
u_10829,2024-07-25,NY,NFL,bonus_seeker,2,15,0.457,26.63,0.5,0.07,52.48,0.0,0,0.0,0.499,0.403,0.318,0.0641,24.52
u_10830,2023-06-20,NJ,Other,casual,2,0,0.293,20.27,0.3,0.18,74.64,1.0,1,16.17,0.29,0.649,0.318,0.1465,23.0
u_10831,2024-01-04,IN,NBA,bonus_seeker,1,3,0.261,19.95,0.53,0.1,24.01,0.5,2,23.92,0.367,0.534,0.281,0.0948,17.35
u_10832,2023-05-13,NJ,NBA,dormant_high_value,3,36,0.163,14.89,0.22,0.19,38.62,1.0,2,66.33,0.28,0.624,0.243,0.109,31.3
u_10833,2023-04-30,IN,MLB,dormant_high_value,1,34,0.152,16.68,0.22,0.17,70.97,1.0,2,40.24,0.125,0.783,0.3,0.2054,23.84
u_10834,2023-11-14,CO,NHL,bonus_seeker,3,0,0.38,23.21,0.49,0.08,37.26,0.0,0,0.0,0.352,0.592,0.352,0.1352,31.08
u_10835,2024-01-05,PA,MLB,casual,2,4,0.337,22.55,0.37,0.13,75.44,1.0,1,17.97,0.312,0.588,0.366,0.1478,21.02
u_10836,2023-06-26,VA,NFL,always_on,1,70,0.761,33.15,0.26,0.37,471.26,0.0,0,0.0,0.87,0.106,0.01,0.0001,90.52
u_10837,2023-01-15,IL,NFL,casual,0,0,0.326,21.9,0.41,0.14,76.64,0.0,1,0.0,0.314,0.587,0.333,0.1339,36.13
u_10838,2024-03-21,CO,Other,bonus_seeker,1,1,0.391,26.63,0.53,0.08,33.0,0.0,1,0.0,0.261,0.597,0.177,0.0783,21.71
u_10839,2024-03-12,CO,NFL,active_mid,2,8,0.565,27.77,0.27,0.29,123.58,1.0,1,30.59,0.439,0.502,0.287,0.081,28.81
u_10840,2023-08-06,PA,NFL,dormant_high_value,2,2,0.152,14.73,0.29,0.18,73.83,1.0,4,34.69,0.11,0.774,0.295,0.2033,24.92
u_10841,2024-10-21,MI,NBA,active_mid,0,16,0.674,38.37,0.3,0.37,255.4,0.0,1,14.59,0.669,0.322,0.332,0.0354,60.5
u_10842,2024-04-07,NY,NBA,dormant_high_value,49,2,0.011,10.33,0.22,0.19,1.94,1.0,2,39.52,0.059,0.842,0.418,0.3315,24.79
u_10843,2023-10-03,VA,NBA,always_on,0,5,0.783,40.0,0.18,0.31,444.12,0.0,0,0.0,0.941,0.059,0.061,0.0002,76.41
u_10844,2024-07-26,IN,Other,dormant_high_value,0,3,0.185,15.71,0.31,0.23,72.93,0.75,4,23.28,0.312,0.573,0.381,0.15,39.22
u_10845,2024-10-03,NY,NFL,casual,2,20,0.239,20.76,0.38,0.16,50.67,0.0,1,18.28,0.21,0.722,0.317,0.1811,21.41
u_10846,2023-05-25,MA,NFL,dormant_high_value,7,23,0.12,14.57,0.28,0.13,52.38,0.333,3,10.77,0.2,0.685,0.233,0.1275,15.0
u_10847,2023-01-24,CO,NFL,always_on,0,7,0.815,44.08,0.17,0.36,235.47,0.0,0,0.0,0.714,0.272,0.01,0.0008,61.72
u_10848,2023-12-10,NY,NHL,bonus_seeker,0,1,0.217,18.97,0.46,0.11,46.54,0.0,0,0.0,0.244,0.657,0.313,0.1555,15.26
u_10849,2024-05-21,TN,NBA,bonus_seeker,3,0,0.424,23.53,0.57,0.08,53.16,1.0,1,48.06,0.307,0.552,0.196,0.0751,19.45
u_10850,2023-08-02,NJ,NFL,dormant_high_value,4,18,0.228,16.36,0.24,0.22,109.34,0.0,2,0.0,0.149,0.737,0.312,0.1959,22.05
u_10851,2024-07-26,NY,NHL,active_mid,1,9,0.576,32.99,0.27,0.26,148.17,0.0,1,12.47,0.475,0.455,0.155,0.0371,35.71
u_10852,2023-02-21,CO,NHL,casual,1,13,0.272,20.11,0.41,0.12,77.26,1.0,1,22.0,0.45,0.431,0.418,0.099,28.98
u_10853,2024-05-14,CO,NHL,always_on,0,155,0.87,43.42,0.17,0.36,403.22,0.0,1,25.19,0.858,0.053,0.018,0.0001,90.6
u_10854,2024-05-25,IL,Other,casual,0,4,0.304,24.67,0.32,0.16,43.79,1.0,1,22.41,0.319,0.538,0.448,0.1643,26.39
u_10855,2024-02-14,MA,NFL,dormant_high_value,0,5,0.272,22.72,0.21,0.22,138.52,0.5,2,31.38,0.216,0.748,0.269,0.1581,37.0
u_10856,2024-02-03,IL,MLB,dormant_high_value,4,9,0.109,13.91,0.33,0.17,36.35,1.0,2,58.96,0.125,0.792,0.1,0.0693,19.71
u_10857,2024-10-31,IL,NBA,bonus_seeker,3,6,0.326,22.39,0.53,0.08,21.79,0.0,0,0.0,0.328,0.72,0.306,0.1483,16.66
u_10858,2024-10-06,NJ,NHL,bonus_seeker,2,4,0.413,24.51,0.48,0.1,23.46,1.0,1,74.66,0.319,0.563,0.309,0.1186,15.0
u_10859,2023-12-13,PA,MLB,dormant_high_value,0,9,0.272,21.41,0.15,0.2,168.11,0.667,3,31.18,0.222,0.555,0.445,0.1923,33.95
u_10860,2024-06-07,NY,MLB,active_mid,0,1,0.761,36.9,0.3,0.27,290.95,0.333,3,20.42,0.577,0.263,0.273,0.0303,47.27
u_10861,2023-05-13,NY,MLB,bonus_seeker,1,1,0.283,22.72,0.55,0.13,21.09,0.0,0,0.0,0.205,0.707,0.316,0.1778,15.0
u_10862,2023-07-04,CO,NFL,bonus_seeker,1,2,0.391,24.67,0.46,0.08,35.49,0.0,0,0.0,0.285,0.616,0.072,0.0315,22.88
u_10863,2023-08-23,NY,NBA,casual,0,7,0.283,20.11,0.4,0.15,56.97,1.0,2,32.44,0.337,0.502,0.297,0.0988,19.16
u_10864,2024-08-30,NY,Other,casual,4,0,0.207,18.48,0.41,0.12,38.95,1.0,2,26.92,0.275,0.66,0.32,0.1531,28.22
u_10865,2023-11-13,NY,Other,bonus_seeker,0,3,0.337,24.51,0.45,0.06,16.47,1.0,1,58.14,0.384,0.594,0.33,0.1209,15.0
u_10866,2023-05-20,VA,NFL,dormant_high_value,12,0,0.163,15.05,0.27,0.2,53.61,0.75,4,28.86,0.156,0.665,0.41,0.23,29.21
u_10867,2024-02-25,VA,NFL,dormant_high_value,1,5,0.196,17.66,0.26,0.24,59.71,1.0,2,54.44,0.145,0.856,0.433,0.3172,24.85
